idcliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_de_internet,antivirus,backup,protecao__de_dipositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,total_mensal,gasto_total,contas_diarias,meses_contrato_trimestre
4419-ujmus,0,Homem,0,1,1,69,1,1,fiber optic,0,0,0,1,1,1,two year,1,electronic check,99.35,6856.45,3.3116666666666665,24º Trimestre
4422-qvija,0,Mulher,0,0,1,35,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,50.15,1655.35,1.6716666666666666,12º Trimestre
4423-jwzjn,0,Homem,0,1,1,64,1,1,fiber optic,0,0,1,0,0,1,one year,0,credit card (automatic),90.25,5629.15,3.0083333333333333,22º Trimestre
4423-ylhdv,1,Mulher,0,1,0,21,1,1,fiber optic,1,0,1,0,1,1,month-to-month,1,bank transfer (automatic),104.4,2200.25,3.48,8º Trimestre
4424-tkopw,1,Homem,1,0,0,2,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,93.85,196.75,3.128333333333333,1º Trimestre
4425-owhwb,0,Mulher,0,0,0,20,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,credit card (automatic),19.35,433.75,0.645,7º Trimestre
4429-wygfr,0,Homem,0,0,0,26,1,0,dsl,0,0,0,1,0,0,month-to-month,0,bank transfer (automatic),49.15,1237.3,1.6383333333333332,9º Trimestre
4430-uzipo,1,Homem,0,0,0,3,0,0,dsl,0,1,0,1,0,0,month-to-month,1,mailed check,36.85,108.7,1.2283333333333333,2º Trimestre
4430-yhxgg,0,Mulher,0,0,1,4,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,25.45,84.2,0.8483333333333333,2º Trimestre
4431-edmiq,0,Mulher,0,1,1,7,1,0,dsl,1,1,1,1,1,0,month-to-month,1,electronic check,75.7,554.05,2.5233333333333334,3º Trimestre
4432-adrlb,1,Homem,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.65,74.9,1.4883333333333333,1º Trimestre
4433-jcgcg,1,Homem,1,1,0,46,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,101.0,4680.05,3.3666666666666667,16º Trimestre
4439-jmpmt,1,Mulher,0,1,1,5,1,0,fiber optic,0,0,0,1,1,0,month-to-month,1,electronic check,85.75,470.95,2.8583333333333334,2º Trimestre
4439-yrnvd,0,Mulher,0,0,0,10,0,0,dsl,0,1,0,1,0,0,month-to-month,0,electronic check,36.25,374.0,1.2083333333333333,4º Trimestre
4441-nihpt,1,Mulher,1,0,0,13,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,74.3,940.35,2.4766666666666666,5º Trimestre
4443-embna,0,Mulher,0,1,0,71,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),24.75,1836.9,0.825,24º Trimestre
4445-kwokw,0,Mulher,0,0,0,42,1,1,dsl,1,1,0,0,0,0,one year,1,bank transfer (automatic),60.15,2421.6,2.005,15º Trimestre
4445-zjnmu,0,Homem,0,0,0,9,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,credit card (automatic),99.3,918.75,3.31,4º Trimestre
4446-bzkhu,1,Homem,0,1,0,61,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.55,6281.45,3.518333333333333,21º Trimestre
4450-dllmh,0,Homem,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),71.3,157.75,2.3766666666666665,1º Trimestre
4450-mdzfx,0,Homem,0,1,1,60,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),74.35,4453.3,2.478333333333333,21º Trimestre
4450-yoohp,0,Mulher,0,0,0,39,0,0,dsl,0,0,1,0,1,1,month-to-month,1,credit card (automatic),50.65,1905.4,1.6883333333333332,14º Trimestre
4451-rwasj,0,Homem,0,1,1,15,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,mailed check,19.5,239.75,0.65,6º Trimestre
4452-qiieb,0,Homem,0,0,0,7,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,43.9,278.4,1.4633333333333334,3º Trimestre
4452-rohmo,0,Mulher,0,0,0,15,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.6,331.6,0.6533333333333334,6º Trimestre
4455-bfspd,0,Mulher,0,1,0,61,1,1,fiber optic,0,0,0,1,1,1,one year,0,bank transfer (automatic),101.15,6383.9,3.371666666666667,21º Trimestre
4456-rhsnb,0,Mulher,0,1,1,19,1,0,dsl,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),49.6,962.9,1.6533333333333333,7º Trimestre
4458-kvrbj,0,Homem,0,0,0,59,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,25.0,1510.5,0.8333333333333334,20º Trimestre
4459-bbghe,0,Homem,0,0,1,30,0,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic check,44.5,1307.8,1.4833333333333334,11º Trimestre
4462-cywmh,0,Homem,1,1,0,62,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),89.8,5629.55,2.993333333333333,21º Trimestre
4464-jcoln,1,Homem,0,1,1,2,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,19.85,35.9,0.6616666666666667,1º Trimestre
4465-vdkiq,0,Mulher,0,0,0,18,1,0,fiber optic,0,1,1,0,0,0,month-to-month,0,electronic check,77.8,1358.6,2.5933333333333333,7º Trimestre
4468-kazhe,0,Mulher,1,1,0,20,1,0,dsl,0,1,0,0,0,1,month-to-month,1,electronic check,60.0,1259.35,2.0,7º Trimestre
4468-ydovk,0,Homem,0,0,1,5,1,0,dsl,0,0,0,1,0,0,month-to-month,1,bank transfer (automatic),48.65,235.2,1.6216666666666666,2º Trimestre
4471-kxauh,1,Mulher,0,1,0,42,1,1,fiber optic,0,0,1,1,0,0,month-to-month,1,electronic check,84.3,3588.4,2.81,15º Trimestre
4472-vesgy,0,Mulher,0,1,1,52,1,1,fiber optic,1,1,1,0,0,1,month-to-month,0,bank transfer (automatic),98.15,4993.4,3.271666666666667,18º Trimestre
4475-nvtlu,0,Homem,0,1,1,45,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,electronic check,19.2,903.7,0.64,16º Trimestre
4476-oswtn,0,Homem,1,1,0,69,1,1,fiber optic,1,0,1,1,1,1,one year,1,mailed check,110.55,7610.1,3.685,24º Trimestre
4480-mbmlb,0,Mulher,0,0,0,36,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),104.8,3886.45,3.493333333333333,13º Trimestre
4480-qqrhc,0,Mulher,1,0,0,8,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),74.05,600.15,2.4683333333333333,3º Trimestre
4482-ewfmi,0,Mulher,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.7,135.2,2.3233333333333333,1º Trimestre
4482-ftffx,0,Homem,0,0,0,5,1,0,dsl,0,0,1,1,0,0,month-to-month,0,electronic check,56.15,291.45,1.8716666666666666,2º Trimestre
4484-cgxfk,1,Mulher,0,0,0,3,1,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,55.3,196.15,1.8433333333333333,2º Trimestre
4484-glzou,1,Mulher,0,1,0,52,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.05,5624.85,3.5016666666666665,18º Trimestre
4486-efaeb,0,Homem,0,0,0,13,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,electronic check,20.4,251.65,0.6799999999999999,5º Trimestre
4487-zyjzk,0,Mulher,0,1,1,38,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,credit card (automatic),19.6,763.1,0.6533333333333334,13º Trimestre
4488-kqfdt,0,Mulher,0,0,0,61,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,103.95,6423.0,3.4650000000000003,21º Trimestre
4488-psycg,1,Homem,0,0,0,16,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,bank transfer (automatic),20.25,327.45,0.675,6º Trimestre
4489-snojf,1,Mulher,0,1,1,35,1,1,dsl,1,0,1,1,1,0,month-to-month,0,electronic check,72.25,2568.55,2.408333333333333,12º Trimestre
4495-lhssk,0,Mulher,0,0,1,18,1,1,dsl,1,0,0,0,0,0,month-to-month,0,mailed check,57.65,992.7,1.9216666666666666,7º Trimestre
4500-hkann,0,Homem,0,1,1,23,1,1,dsl,0,1,0,1,0,0,two year,0,mailed check,59.7,1414.2,1.99,8º Trimestre
4501-eqdrn,1,Mulher,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),69.7,69.7,2.3233333333333333,1º Trimestre
4501-uykbc,0,Mulher,1,0,0,46,1,1,dsl,0,0,1,1,0,1,one year,1,credit card (automatic),69.1,3255.35,2.3033333333333332,16º Trimestre
4501-vcpfk,0,Homem,0,0,0,26,0,0,dsl,0,0,1,1,0,0,month-to-month,0,electronic check,35.75,1022.5,1.1916666666666667,9º Trimestre
4503-bdxbd,1,Homem,0,0,0,11,1,0,fiber optic,0,1,0,0,0,0,month-to-month,0,electronic check,74.95,815.5,2.4983333333333335,4º Trimestre
4504-youla,0,Mulher,0,1,1,35,1,1,dsl,1,1,0,0,0,0,month-to-month,1,credit card (automatic),59.45,2136.9,1.9816666666666667,12º Trimestre
4505-exzhb,1,Mulher,1,0,0,6,1,0,fiber optic,0,0,1,0,0,0,month-to-month,0,electronic check,74.4,434.1,2.48,3º Trimestre
4508-oebey,0,Homem,0,1,0,31,1,0,dsl,1,1,1,1,0,1,one year,1,credit card (automatic),75.5,2424.45,2.5166666666666666,11º Trimestre
4510-himlv,1,Homem,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.8,69.8,2.3266666666666667,1º Trimestre
4510-pyush,1,Mulher,1,0,0,38,1,0,dsl,1,1,0,0,0,0,month-to-month,1,credit card (automatic),57.15,2250.65,1.905,13º Trimestre
4512-zuiyl,1,Mulher,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),70.0,153.05,2.3333333333333335,1º Trimestre
4513-cxyix,0,Mulher,1,1,0,71,1,1,fiber optic,1,0,0,0,0,0,two year,1,credit card (automatic),80.7,5676.0,2.69,24º Trimestre
4514-gfcfi,1,Mulher,1,0,0,16,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,84.75,1350.15,2.825,6º Trimestre
4518-fzbsx,0,Homem,0,1,1,42,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.25,854.9,0.675,15º Trimestre
4521-wfjai,0,Homem,0,0,0,56,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),25.95,1444.05,0.865,19º Trimestre
4521-yeehe,0,Mulher,0,1,0,18,1,1,fiber optic,0,0,0,1,1,0,month-to-month,1,electronic check,88.85,1594.75,2.9616666666666664,7º Trimestre
4522-akylr,0,Mulher,1,0,0,13,1,0,dsl,0,1,1,0,0,0,month-to-month,1,electronic check,54.8,731.3,1.8266666666666667,5º Trimestre
4522-xrwwi,0,Homem,0,1,0,42,1,1,dsl,1,0,0,1,1,1,one year,0,credit card (automatic),80.45,3375.9,2.6816666666666666,15º Trimestre
4523-wxcef,1,Mulher,0,1,0,59,1,1,fiber optic,0,1,0,0,1,1,month-to-month,0,electronic check,101.1,6039.9,3.3699999999999997,20º Trimestre
4524-qcssm,0,Homem,0,0,0,26,0,0,dsl,1,1,0,0,0,1,month-to-month,1,bank transfer (automatic),44.65,1156.55,1.4883333333333333,9º Trimestre
4525-vzczg,0,Homem,0,0,1,54,1,0,fiber optic,1,1,0,1,1,1,one year,1,electronic check,105.85,5826.65,3.5283333333333333,19º Trimestre
4526-exkkn,0,Homem,0,0,0,40,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,mailed check,24.6,973.95,0.8200000000000001,14º Trimestre
4526-rmtll,0,Homem,0,1,1,8,1,1,dsl,1,1,0,1,0,1,two year,1,credit card (automatic),76.15,645.8,2.5383333333333336,3º Trimestre
4526-zjjtm,0,Mulher,1,1,0,25,1,0,fiber optic,0,1,1,0,0,1,month-to-month,0,bank transfer (automatic),88.4,2191.15,2.9466666666666668,9º Trimestre
4529-ckbcl,1,Mulher,0,0,0,2,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,80.2,146.05,2.6733333333333333,1º Trimestre
4530-ndrku,0,Mulher,0,1,1,42,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,electronic check,19.05,761.85,0.635,15º Trimestre
4531-auznk,0,Mulher,0,1,1,51,1,1,fiber optic,1,0,0,1,1,0,one year,1,mailed check,95.15,5000.05,3.171666666666667,18º Trimestre
4534-wgcir,0,Mulher,0,1,1,58,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),25.15,1509.9,0.8383333333333333,20º Trimestre
4536-pleqy,0,Homem,0,1,0,12,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,credit card (automatic),85.05,999.8,2.835,5º Trimestre
4537-cibhb,0,Mulher,0,1,1,9,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.25,172.35,0.675,4º Trimestre
4537-dktal,0,Mulher,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,45.55,84.4,1.5183333333333333,1º Trimestre
4538-wntmj,0,Mulher,0,1,1,46,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,24.95,1165.9,0.8316666666666667,16º Trimestre
4541-rmrlg,1,Homem,0,0,0,7,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,electronic check,19.25,112.3,0.6416666666666667,3º Trimestre
4544-rxfmg,0,Homem,0,1,1,8,1,0,dsl,0,0,0,0,0,0,one year,1,mailed check,43.45,345.5,1.4483333333333335,3º Trimestre
4546-fokwr,0,Mulher,0,0,0,16,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),74.75,1129.35,2.4916666666666667,6º Trimestre
4547-fzjwe,0,Homem,0,1,1,55,1,0,dsl,1,0,0,0,0,1,one year,0,credit card (automatic),59.45,3157.0,1.9816666666666667,19º Trimestre
4547-kqrtm,1,Mulher,0,0,0,10,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,bank transfer (automatic),80.05,830.7,2.6683333333333334,4º Trimestre
4547-lytdd,1,Mulher,0,0,0,16,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,72.65,1194.3,2.421666666666667,6º Trimestre
4548-sdbke,1,Mulher,0,0,0,5,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,85.2,474.8,2.8400000000000003,2º Trimestre
4549-zdqyy,0,Mulher,0,0,0,52,1,0,dsl,1,0,1,1,0,0,one year,0,credit card (automatic),57.95,3042.25,1.9316666666666669,18º Trimestre
4550-evxny,1,Mulher,0,0,1,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.65,69.65,2.3216666666666668,1º Trimestre
4550-vbofe,1,Homem,1,1,0,70,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,102.95,7101.5,3.4316666666666666,24º Trimestre
4553-dvpzg,0,Mulher,0,1,0,62,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,101.35,6164.7,3.378333333333333,21º Trimestre
4554-ygzih,1,Homem,1,1,0,49,1,1,fiber optic,0,1,0,0,0,1,month-to-month,0,credit card (automatic),90.05,4547.25,3.0016666666666665,17º Trimestre
4558-cgycz,0,Homem,0,0,0,4,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.75,78.3,0.6583333333333333,2º Trimestre
4558-fantw,1,Mulher,0,1,1,17,1,0,fiber optic,1,0,0,1,1,0,month-to-month,0,electronic check,91.85,1574.45,3.0616666666666665,6º Trimestre
4559-uwiht,0,Homem,0,1,0,14,1,1,fiber optic,0,1,1,0,0,0,month-to-month,1,electronic check,82.65,1185.0,2.7550000000000003,5º Trimestre
4560-wqaqw,0,Mulher,0,0,0,59,1,1,dsl,1,0,0,1,0,1,one year,0,bank transfer (automatic),68.7,4070.95,2.29,20º Trimestre
4565-evzmj,0,Mulher,0,0,0,47,1,0,dsl,1,1,0,1,0,0,one year,1,mailed check,58.9,2813.05,1.9633333333333334,16º Trimestre
4565-nlzbv,0,Mulher,0,1,0,71,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),24.65,1710.15,0.8216666666666667,24º Trimestre
4566-goluk,1,Homem,0,1,1,47,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,bank transfer (automatic),107.35,5118.95,3.578333333333333,16º Trimestre
4566-necev,0,Homem,0,0,0,5,1,1,fiber optic,0,1,1,0,0,1,month-to-month,0,electronic check,96.55,500.1,3.2183333333333333,2º Trimestre
4566-qvrrw,1,Mulher,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.05,483.7,1.4683333333333333,4º Trimestre
4567-akpia,0,Mulher,0,1,1,41,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),109.1,4454.25,3.6366666666666663,14º Trimestre
4568-knywr,0,Homem,0,0,0,52,1,0,dsl,1,1,0,0,1,0,two year,1,credit card (automatic),63.25,3342.45,2.1083333333333334,18º Trimestre
4568-ttzrt,0,Homem,0,0,0,9,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.4,181.8,0.6799999999999999,4º Trimestre
4570-qhxhl,0,Mulher,0,0,0,9,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,43.75,405.7,1.4583333333333333,4º Trimestre
4572-dvcgn,1,Mulher,0,0,0,10,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,bank transfer (automatic),80.25,846.0,2.675,4º Trimestre
4573-jknae,0,Homem,0,0,1,12,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),19.35,212.3,0.645,5º Trimestre
4576-csajh,1,Homem,0,0,0,22,1,0,dsl,0,1,0,1,0,0,one year,1,credit card (automatic),55.15,1193.05,1.8383333333333334,8º Trimestre
4578-phjyz,0,Homem,0,1,1,52,1,0,dsl,0,1,1,1,1,0,one year,1,electronic check,68.75,3482.85,2.2916666666666665,18º Trimestre
4580-tmhju,1,Mulher,0,1,1,43,1,0,dsl,0,0,0,0,1,0,month-to-month,0,electronic check,56.15,2499.3,1.8716666666666666,15º Trimestre
4581-lnwum,0,Mulher,0,0,0,13,0,0,dsl,0,0,1,0,1,1,month-to-month,0,electronic check,49.15,649.4,1.6383333333333332,5º Trimestre
4581-sspwd,1,Mulher,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.8,246.3,2.5266666666666664,2º Trimestre
4583-parnh,0,Homem,1,1,0,16,1,0,fiber optic,0,0,1,1,0,1,month-to-month,1,electronic check,91.55,1540.05,3.0516666666666667,6º Trimestre
4584-lbnmk,0,Homem,1,1,0,45,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,credit card (automatic),24.7,1174.35,0.8233333333333334,16º Trimestre
4585-hetai,1,Mulher,0,1,1,4,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,73.75,325.45,2.4583333333333335,2º Trimestre
4587-nukox,1,Mulher,0,0,0,3,1,0,fiber optic,1,1,0,0,0,0,month-to-month,1,electronic check,79.1,246.5,2.6366666666666663,2º Trimestre
4587-vvtox,1,Mulher,0,1,0,6,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.3,545.2,3.51,3º Trimestre
4588-ybnib,1,Mulher,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,19.6,19.6,0.6533333333333334,1º Trimestre
4589-iuajb,0,Homem,0,1,0,70,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),24.25,1724.15,0.8083333333333333,24º Trimestre
4592-iwtji,1,Mulher,0,1,1,3,0,0,dsl,1,0,0,0,0,0,month-to-month,0,credit card (automatic),29.7,91.7,0.99,2º Trimestre
4597-elfts,1,Homem,0,0,0,56,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,electronic check,24.9,1334.0,0.83,19º Trimestre
4597-nucqv,1,Homem,1,0,0,24,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,101.25,2440.15,3.375,9º Trimestre
4598-xlknj,1,Mulher,1,1,0,25,1,0,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,98.5,2514.5,3.283333333333333,9º Trimestre
4598-zadck,0,Mulher,0,0,0,53,0,0,dsl,1,1,1,1,1,0,one year,1,electronic check,53.6,2879.2,1.7866666666666666,18º Trimestre
4603-janfb,1,Homem,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.85,69.85,2.328333333333333,1º Trimestre
4607-chpca,1,Homem,0,1,1,25,1,0,fiber optic,0,0,0,0,1,1,one year,1,electronic check,90.4,2178.6,3.0133333333333336,9º Trimestre
4608-lcimn,0,Homem,0,1,1,8,1,0,dsl,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),44.65,369.15,1.4883333333333333,3º Trimestre
4609-knnwg,0,Mulher,0,1,1,27,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.9,550.1,0.6633333333333333,10º Trimestre
4611-anlqc,0,Mulher,0,1,0,60,0,0,dsl,1,1,1,0,0,1,one year,0,electronic check,50.05,2911.5,1.6683333333333332,21º Trimestre
4612-ssvhj,0,Mulher,1,0,0,20,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,81.45,1671.6,2.7150000000000003,7º Trimestre
4612-thjbs,1,Mulher,1,0,0,56,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),104.75,5510.65,3.4916666666666667,19º Trimestre
4614-nuvzd,1,Mulher,0,0,0,1,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,81.1,81.1,2.703333333333333,1º Trimestre
4615-pivvu,0,Mulher,0,0,0,42,1,0,dsl,0,0,1,1,0,1,two year,0,credit card (automatic),66.5,2762.75,2.216666666666667,15º Trimestre
